page_name,Link,Record Count
Zalando,https://www.facebook.com/ads/library/?id=1301806895212305,468
Zalando,https://www.facebook.com/ads/library/?id=25513559321673100,468
Modivo,https://www.facebook.com/ads/library/?id=2486843735062668,468
Zalando,https://www.facebook.com/ads/library/?id=1226851669296959,468
Zalando,https://www.facebook.com/ads/library/?id=1972624510232950,468
Ballzy Lietuva,https://www.facebook.com/ads/library/?id=1466861278223230,468
Zalando,https://www.facebook.com/ads/library/?id=1436786458150724,468
Zalando,https://www.facebook.com/ads/library/?id=1213988244216854,468
Zalando,https://www.facebook.com/ads/library/?id=851441151102110,468
Zalando,https://www.facebook.com/ads/library/?id=4271927826451676,468
Boozt.com,https://www.facebook.com/ads/library/?id=868667969223563,468
Zalando,https://www.facebook.com/ads/library/?id=1866084397310789,468
Modivo,https://www.facebook.com/ads/library/?id=1665818544443355,468
Zalando,https://www.facebook.com/ads/library/?id=1483621140132758,468
Zalando,https://www.facebook.com/ads/library/?id=2324465674711773,468
Zalando,https://www.facebook.com/ads/library/?id=1715347433157320,468
Weekend.lv,https://www.facebook.com/ads/library/?id=1759315601455987,468
ABOUT YOU,https://www.facebook.com/ads/library/?id=1940870993195909,468
Modivo,https://www.facebook.com/ads/library/?id=1610411553414720,468
Boozt.com,https://www.facebook.com/ads/library/?id=1756253659151453,468
Zalando,https://www.facebook.com/ads/library/?id=746310331422111,468
Zalando,https://www.facebook.com/ads/library/?id=1593173084933706,468
Modivo,https://www.facebook.com/ads/library/?id=1583214366865330,468
Zalando,https://www.facebook.com/ads/library/?id=2324799238260082,468
Zalando,https://www.facebook.com/ads/library/?id=3006677539537425,468
Zalando,https://www.facebook.com/ads/library/?id=1356200166725597,468
Zalando,https://www.facebook.com/ads/library/?id=26609986735357656,468
Zalando,https://www.facebook.com/ads/library/?id=1922850941746225,468
Modivo,https://www.facebook.com/ads/library/?id=888404550925415,468
Lounge by Zalando,https://www.facebook.com/ads/library/?id=3219796421525196,468
Zalando,https://www.facebook.com/ads/library/?id=27206235292296520,468
Zalando,https://www.facebook.com/ads/library/?id=1403645561026742,468
Modivo,https://www.facebook.com/ads/library/?id=1999523100645089,468
Zalando,https://www.facebook.com/ads/library/?id=1258776431778157,468
Zalando,https://www.facebook.com/ads/library/?id=1222340495924314,468
BSTN Store,https://www.facebook.com/ads/library/?id=824781730637373,468
ABOUT YOU,https://www.facebook.com/ads/library/?id=844367873690507,468
Zalando,https://www.facebook.com/ads/library/?id=910149004879665,468
Lounge by Zalando,https://www.facebook.com/ads/library/?id=1495370642374585,468
Zalando,https://www.facebook.com/ads/library/?id=1644649236569732,468
Modivo,https://www.facebook.com/ads/library/?id=1853687128673022,468
Zalando,https://www.facebook.com/ads/library/?id=2058516298215907,468
Zalando,https://www.facebook.com/ads/library/?id=924328960252677,468
Zalando,https://www.facebook.com/ads/library/?id=904474178778049,468
Modivo,https://www.facebook.com/ads/library/?id=1710220317076016,468
Zalando,https://www.facebook.com/ads/library/?id=691410769956681,468
Boozt.com,https://www.facebook.com/ads/library/?id=1245860057165376,468
Zalando,https://www.facebook.com/ads/library/?id=2952567411799529,468
Zalando,https://www.facebook.com/ads/library/?id=879649141132765,468
Sportland Latvija,https://www.facebook.com/ads/library/?id=2458144264683234,468
Zalando,https://www.facebook.com/ads/library/?id=1242010387468325,468
Zalando,https://www.facebook.com/ads/library/?id=26654935514111176,468
Zalando,https://www.facebook.com/ads/library/?id=1550736416231615,468
Boozt.com,https://www.facebook.com/ads/library/?id=1951230589116596,468
Lounge by Zalando,https://www.facebook.com/ads/library/?id=927157176729341,468
Modivo,https://www.facebook.com/ads/library/?id=4246788608918847,468
Zalando,https://www.facebook.com/ads/library/?id=1534400357830273,468
ABOUT YOU,https://www.facebook.com/ads/library/?id=1459544682512262,468
Modivo,https://www.facebook.com/ads/library/?id=952676470780339,468
ABOUT YOU,https://www.facebook.com/ads/library/?id=4327694854174798,468
Modivo,https://www.facebook.com/ads/library/?id=1446120076992031,468
Modivo,https://www.facebook.com/ads/library/?id=1654768362312704,468
Zalando,https://www.facebook.com/ads/library/?id=1054044024457335,468
Lounge by Zalando,https://www.facebook.com/ads/library/?id=855491670926642,468
Zalando,https://www.facebook.com/ads/library/?id=1464872451760969,468
ABOUT YOU,https://www.facebook.com/ads/library/?id=26376703041981464,468
Lounge by Zalando,https://www.facebook.com/ads/library/?id=1390896149387309,468
Boozt.com,https://www.facebook.com/ads/library/?id=2045155803102405,468
Zalando,https://www.facebook.com/ads/library/?id=911813767905726,468
Zalando,https://www.facebook.com/ads/library/?id=1482474853585438,468
Zalando,https://www.facebook.com/ads/library/?id=918064824236184,468
Zalando,https://www.facebook.com/ads/library/?id=1878824673078996,468
Zalando,https://www.facebook.com/ads/library/?id=915350964392566,468
Modivo,https://www.facebook.com/ads/library/?id=1249240367315937,468
Zalando,https://www.facebook.com/ads/library/?id=915890931185731,468
ABOUT YOU,https://www.facebook.com/ads/library/?id=26822533230693160,468
Zalando,https://www.facebook.com/ads/library/?id=4409807939242494,468
Modivo,https://www.facebook.com/ads/library/?id=801985839134656,468
Lounge by Zalando,https://www.facebook.com/ads/library/?id=1933115214076924,468
Lounge by Zalando,https://www.facebook.com/ads/library/?id=1808557773169203,468
Zalando,https://www.facebook.com/ads/library/?id=1645270533498319,468
Zalando,https://www.facebook.com/ads/library/?id=1566394047933817,468
Zalando,https://www.facebook.com/ads/library/?id=894663673038954,468
Modivo,https://www.facebook.com/ads/library/?id=926062086722663,468
Lounge by Zalando,https://www.facebook.com/ads/library/?id=1591352728576429,468
Zalando,https://www.facebook.com/ads/library/?id=1548972659729942,468
Zalando,https://www.facebook.com/ads/library/?id=896869956036461,468
Zalando,https://www.facebook.com/ads/library/?id=910253645022304,468
Modivo,https://www.facebook.com/ads/library/?id=1500611701741771,468
Lounge by Zalando,https://www.facebook.com/ads/library/?id=550519994729787,468
Sportland Lietuva,https://www.facebook.com/ads/library/?id=1623793262044923,468
Zalando,https://www.facebook.com/ads/library/?id=2754210341597725,468
Zalando,https://www.facebook.com/ads/library/?id=1967221014209264,468
ABOUT YOU,https://www.facebook.com/ads/library/?id=1990096591912979,468
Zalando,https://www.facebook.com/ads/library/?id=2219614448570028,468
Zalando,https://www.facebook.com/ads/library/?id=860554460199774,468
Modivo,https://www.facebook.com/ads/library/?id=1243459564657593,468
Zalando,https://www.facebook.com/ads/library/?id=2491461298025899,468
Modivo,https://www.facebook.com/ads/library/?id=1729850938465038,468
Ballzy Suomi,https://www.facebook.com/ads/library/?id=2536305446791634,462
Ballzy Lietuva,https://www.facebook.com/ads/library/?id=2558251981294116,462
Ballzy Eesti,https://www.facebook.com/ads/library/?id=1596710192180319,462
Ballzy Eesti,https://www.facebook.com/ads/library/?id=1355276105928474,462
Ballzy Lietuva,https://www.facebook.com/ads/library/?id=27446404791653850,462
Boozt.com,https://www.facebook.com/ads/library/?id=4395201780747378,456
Modivo,https://www.facebook.com/ads/library/?id=26233765492949028,442
Zalando,https://www.facebook.com/ads/library/?id=721858717662988,442
Boozt.com,https://www.facebook.com/ads/library/?id=2111326703092789,442
Boozt.com,https://www.facebook.com/ads/library/?id=1004497485784402,442
Boozt.com,https://www.facebook.com/ads/library/?id=1315776673807810,442
Boozt.com,https://www.facebook.com/ads/library/?id=1589220015472582,442
Boozt.com,https://www.facebook.com/ads/library/?id=1564516431805141,442
ABOUT YOU,https://www.facebook.com/ads/library/?id=1237831231754451,442
Boozt.com,https://www.facebook.com/ads/library/?id=1666713804761816,442
Zalando,https://www.facebook.com/ads/library/?id=1183901856838476,442
Zalando,https://www.facebook.com/ads/library/?id=767786215768076,442
Zalando,https://www.facebook.com/ads/library/?id=27103690442553204,442
Boozt.com,https://www.facebook.com/ads/library/?id=1707145176846654,442
Boozt.com,https://www.facebook.com/ads/library/?id=2463615967435607,442
Boozt.com,https://www.facebook.com/ads/library/?id=1672562880475506,442
BSTN Store,https://www.facebook.com/ads/library/?id=1423881185886636,442
Zalando,https://www.facebook.com/ads/library/?id=1583881225889448,442
Zalando,https://www.facebook.com/ads/library/?id=793956739808279,442
BSTN Store,https://www.facebook.com/ads/library/?id=1477869673895132,442
Zalando,https://www.facebook.com/ads/library/?id=905016652373836,442
Zalando,https://www.facebook.com/ads/library/?id=1935360853681533,442
Zalando,https://www.facebook.com/ads/library/?id=921982100481264,442
Boozt.com,https://www.facebook.com/ads/library/?id=1393860169297438,442
Zalando,https://www.facebook.com/ads/library/?id=1664915491158397,442
Boozt.com,https://www.facebook.com/ads/library/?id=1463725692155884,442
Boozt.com,https://www.facebook.com/ads/library/?id=1342399067710106,442
SNYKS,https://www.facebook.com/ads/library/?id=1376785641158848,442
Boozt.com,https://www.facebook.com/ads/library/?id=1489907982456041,442
Zalando,https://www.facebook.com/ads/library/?id=936965558657874,442
Weekend.lt,https://www.facebook.com/ads/library/?id=26911974578400680,442
Boozt.com,https://www.facebook.com/ads/library/?id=1788683348973715,442
Zalando,https://www.facebook.com/ads/library/?id=1405547734650882,442
JD Sports Lithuania,https://www.facebook.com/ads/library/?id=1641285390131119,441
Ballzy Suomi,https://www.facebook.com/ads/library/?id=1004211119181282,440
Ballzy Latvija,https://www.facebook.com/ads/library/?id=1047662484488414,440
Boozt.com,https://www.facebook.com/ads/library/?id=1053962856989838,425
Boozt.com,https://www.facebook.com/ads/library/?id=1569567837916973,425
JD Sports Lithuania,https://www.facebook.com/ads/library/?id=2965073153678672,420
Boozt.com,https://www.facebook.com/ads/library/?id=1914360592561595,418
BSTN Store,https://www.facebook.com/ads/library/?id=1831056890938117,416
Zalando,https://www.facebook.com/ads/library/?id=1799564974169607,416
SNYKS,https://www.facebook.com/ads/library/?id=1244864297101290,416
Boozt.com,https://www.facebook.com/ads/library/?id=2053863298521813,416
Zalando,https://www.facebook.com/ads/library/?id=2221739398354523,416
Boozt.com,https://www.facebook.com/ads/library/?id=979350291136237,416
Boozt.com,https://www.facebook.com/ads/library/?id=946910574750459,416
Boozt.com,https://www.facebook.com/ads/library/?id=2219872588842136,416
Zalando,https://www.facebook.com/ads/library/?id=1647391726250788,416
BSTN Store,https://www.facebook.com/ads/library/?id=2152865248821524,416
Boozt.com,https://www.facebook.com/ads/library/?id=836635512836481,416
Ballzy Lietuva,https://www.facebook.com/ads/library/?id=2177036386367320,416
Boozt.com,https://www.facebook.com/ads/library/?id=1746807656727682,416
Zalando,https://www.facebook.com/ads/library/?id=1564377291490283,416
BSTN Store,https://www.facebook.com/ads/library/?id=2168999800511317,416
Boozt.com,https://www.facebook.com/ads/library/?id=1354096883221136,416
Boozt.com,https://www.facebook.com/ads/library/?id=2063690700887109,414
JD Sports Lithuania,https://www.facebook.com/ads/library/?id=1001809719002635,399
Boozt.com,https://www.facebook.com/ads/library/?id=2427176081091193,396
Boozt.com,https://www.facebook.com/ads/library/?id=1006478605354829,396
Lounge by Zalando,https://www.facebook.com/ads/library/?id=1377254274241386,396
Lounge by Zalando,https://www.facebook.com/ads/library/?id=960465996713809,396
Boozt.com,https://www.facebook.com/ads/library/?id=1761803948602032,391
SNYKS,https://www.facebook.com/ads/library/?id=1814498046379608,390
Boozt.com,https://www.facebook.com/ads/library/?id=1394173522752595,390
Boozt.com,https://www.facebook.com/ads/library/?id=1521402566632071,390
BSTN Store,https://www.facebook.com/ads/library/?id=2194879781252052,390
Weekend.lv,https://www.facebook.com/ads/library/?id=1736591480810336,390
Zalando,https://www.facebook.com/ads/library/?id=26482941587978160,390
SNYKS,https://www.facebook.com/ads/library/?id=1646438923025612,390
SNYKS,https://www.facebook.com/ads/library/?id=1028260783215714,390
Rademar,https://www.facebook.com/ads/library/?id=26603554442667784,390
Zalando,https://www.facebook.com/ads/library/?id=2347586282384192,390
Boozt.com,https://www.facebook.com/ads/library/?id=27110660251885080,390
SNYKS,https://www.facebook.com/ads/library/?id=2233122400425509,390
Weekend.lv,https://www.facebook.com/ads/library/?id=1296377098472888,390
ABOUT YOU,https://www.facebook.com/ads/library/?id=1301922781851433,380
Boozt.com,https://www.facebook.com/ads/library/?id=1279645437432055,380
Boozt.com,https://www.facebook.com/ads/library/?id=1508186170411576,380
ABOUT YOU,https://www.facebook.com/ads/library/?id=1287830456544913,380
ABOUT YOU,https://www.facebook.com/ads/library/?id=1488136523322578,380
Lounge by Zalando,https://www.facebook.com/ads/library/?id=1324927346175613,378
Boozt.com,https://www.facebook.com/ads/library/?id=1791339502180853,378
Sportland Lietuva,https://www.facebook.com/ads/library/?id=1020645754271656,378
Lounge by Zalando,https://www.facebook.com/ads/library/?id=1292507296398582,378
Boozt.com,https://www.facebook.com/ads/library/?id=2604592323334246,374
Boozt.com,https://www.facebook.com/ads/library/?id=1407094961478934,374
Boozt.com,https://www.facebook.com/ads/library/?id=775991798904074,374
Boozt.com,https://www.facebook.com/ads/library/?id=1712245273345641,374
Boozt.com,https://www.facebook.com/ads/library/?id=4580984578826043,374
Boozt.com,https://www.facebook.com/ads/library/?id=3122388117969205,374
Boozt.com,https://www.facebook.com/ads/library/?id=1402221111971634,374
Boozt.com,https://www.facebook.com/ads/library/?id=1728627541500879,368
Boozt.com,https://www.facebook.com/ads/library/?id=851711844610479,364
SNYKS,https://www.facebook.com/ads/library/?id=1592901599206977,364
SNYKS,https://www.facebook.com/ads/library/?id=845293501634209,364
SNYKS,https://www.facebook.com/ads/library/?id=2479774652494233,364
Zalando,https://www.facebook.com/ads/library/?id=1871802883457234,364
SNYKS,https://www.facebook.com/ads/library/?id=1558351802461339,364
SNYKS,https://www.facebook.com/ads/library/?id=1060130493352023,364
Boozt.com,https://www.facebook.com/ads/library/?id=1541220747744954,361
JD Sports Lithuania,https://www.facebook.com/ads/library/?id=1298539685663321,360
ABOUT YOU,https://www.facebook.com/ads/library/?id=1573763020529515,360
Boozt.com,https://www.facebook.com/ads/library/?id=2027629191187113,360
ABOUT YOU,https://www.facebook.com/ads/library/?id=2008345806747738,360
ABOUT YOU,https://www.facebook.com/ads/library/?id=1766037211022115,360
Boozt.com,https://www.facebook.com/ads/library/?id=3921542008147193,357
Boozt.com,https://www.facebook.com/ads/library/?id=1008491212078694,357
Boozt.com,https://www.facebook.com/ads/library/?id=1644244386660517,352
Boozt.com,https://www.facebook.com/ads/library/?id=1565045605212549,352
Boozt.com,https://www.facebook.com/ads/library/?id=1640483323704475,342
Boozt.com,https://www.facebook.com/ads/library/?id=1845581063516267,342
Boozt.com,https://www.facebook.com/ads/library/?id=2809210342811228,342
Boozt.com,https://www.facebook.com/ads/library/?id=1047779644459477,342
Boozt.com,https://www.facebook.com/ads/library/?id=2243072936448660,342
Boozt.com,https://www.facebook.com/ads/library/?id=1753218606129831,342
Boozt.com,https://www.facebook.com/ads/library/?id=1943589256359223,342
Ballzy Suomi,https://www.facebook.com/ads/library/?id=3236801083188796,342
Boozt.com,https://www.facebook.com/ads/library/?id=1062910649569592,342
Ballzy Lietuva,https://www.facebook.com/ads/library/?id=1510947767014720,342
Boozt.com,https://www.facebook.com/ads/library/?id=1762206535196427,342
Boozt.com,https://www.facebook.com/ads/library/?id=28196369179981012,342
Boozt.com,https://www.facebook.com/ads/library/?id=1020893370689086,342
Boozt.com,https://www.facebook.com/ads/library/?id=1829234751634402,342
Boozt.com,https://www.facebook.com/ads/library/?id=1758800061980337,342
Ballzy Eesti,https://www.facebook.com/ads/library/?id=1060338626367081,340
Boozt.com,https://www.facebook.com/ads/library/?id=1678250153685547,340
Boozt.com,https://www.facebook.com/ads/library/?id=1605720594505766,340
JD Sports Lithuania,https://www.facebook.com/ads/library/?id=3570656763085300,340
Ballzy Latvija,https://www.facebook.com/ads/library/?id=1613976540152631,340
Boozt.com,https://www.facebook.com/ads/library/?id=1058150230233567,340
SNYKS,https://www.facebook.com/ads/library/?id=1435078018384621,338
SNYKS,https://www.facebook.com/ads/library/?id=1353078186153847,338
SNYKS,https://www.facebook.com/ads/library/?id=4588337434783286,338
Boozt.com,https://www.facebook.com/ads/library/?id=1635142284255469,338
Boozt.com,https://www.facebook.com/ads/library/?id=1499982958458156,338
Boozt.com,https://www.facebook.com/ads/library/?id=1383164540367305,338
BSTN Store,https://www.facebook.com/ads/library/?id=1792282992138340,338
SNYKS,https://www.facebook.com/ads/library/?id=3048917332116948,338
SNYKS,https://www.facebook.com/ads/library/?id=2841802272853977,338
SNYKS,https://www.facebook.com/ads/library/?id=1607150297511091,338
Boozt.com,https://www.facebook.com/ads/library/?id=1029244596519478,338
Boozt.com,https://www.facebook.com/ads/library/?id=993993916779322,336
Boozt.com,https://www.facebook.com/ads/library/?id=1039642978414190,336
Boozt.com,https://www.facebook.com/ads/library/?id=1191124724088406,336
Boozt.com,https://www.facebook.com/ads/library/?id=2053130335319828,330
Boozt.com,https://www.facebook.com/ads/library/?id=1293220112636726,330
Boozt.com,https://www.facebook.com/ads/library/?id=2212859356175713,330
Boozt.com,https://www.facebook.com/ads/library/?id=2265805074171197,330
Boozt.com,https://www.facebook.com/ads/library/?id=1776882136844627,325
Modivo,https://www.facebook.com/ads/library/?id=1720638762589598,325
Boozt.com,https://www.facebook.com/ads/library/?id=2160795061134862,324
Ballzy Basketball,https://www.facebook.com/ads/library/?id=908200558965347,324
JD Sports Lithuania,https://www.facebook.com/ads/library/?id=1945351449455397,324
Boozt.com,https://www.facebook.com/ads/library/?id=2063334800939921,324
JD Sports Lithuania,https://www.facebook.com/ads/library/?id=1928876791159159,323
Boozt.com,https://www.facebook.com/ads/library/?id=3512147035609112,323
Boozt.com,https://www.facebook.com/ads/library/?id=2241166556461216,323
Boozt.com,https://www.facebook.com/ads/library/?id=1600746531552903,322
Boozt.com,https://www.facebook.com/ads/library/?id=1737350161024409,315
Boozt.com,https://www.facebook.com/ads/library/?id=3935895553211833,315
Boozt.com,https://www.facebook.com/ads/library/?id=2226835491188576,315
Boozt.com,https://www.facebook.com/ads/library/?id=1318864180408728,315
SNYKS,https://www.facebook.com/ads/library/?id=26159987680361216,312
SNYKS,https://www.facebook.com/ads/library/?id=1229025176956765,312
BSTN Store,https://www.facebook.com/ads/library/?id=1145874267665307,312
Boozt.com,https://www.facebook.com/ads/library/?id=26405091742515716,312
SNYKS,https://www.facebook.com/ads/library/?id=1617423002684474,312
BSTN Store,https://www.facebook.com/ads/library/?id=1414665373649995,312
BSTN Store,https://www.facebook.com/ads/library/?id=1550783177050543,312
Boozt.com,https://www.facebook.com/ads/library/?id=26239535415745904,312
SNYKS,https://www.facebook.com/ads/library/?id=1687094732522560,312
SNYKS,https://www.facebook.com/ads/library/?id=1488194422391612,312
BSTN Store,https://www.facebook.com/ads/library/?id=1313084540707011,312
BSTN Store,https://www.facebook.com/ads/library/?id=2306869880053000,310
Boozt.com,https://www.facebook.com/ads/library/?id=2514396389013627,308
Boozt.com,https://www.facebook.com/ads/library/?id=2438013990012117,308
BSTN Store,https://www.facebook.com/ads/library/?id=991156890291568,304
Boozt.com,https://www.facebook.com/ads/library/?id=1043185968202822,304
Boozt.com,https://www.facebook.com/ads/library/?id=1802751921079586,300
Boozt.com,https://www.facebook.com/ads/library/?id=2051703842093771,300
Boozt.com,https://www.facebook.com/ads/library/?id=2776946082704952,300
Boozt.com,https://www.facebook.com/ads/library/?id=1973292494059991,300
Boozt.com,https://www.facebook.com/ads/library/?id=1269992131741736,294
Boozt.com,https://www.facebook.com/ads/library/?id=1018818257731488,294
Boozt.com,https://www.facebook.com/ads/library/?id=1052079157506013,288
BSTN Store,https://www.facebook.com/ads/library/?id=2998178277179830,286
Boozt.com,https://www.facebook.com/ads/library/?id=1988209448530572,286
SNYKS,https://www.facebook.com/ads/library/?id=848605761269835,286
SNYKS,https://www.facebook.com/ads/library/?id=996043099979380,286
Boozt.com,https://www.facebook.com/ads/library/?id=1200953012174630,286
SNYKS,https://www.facebook.com/ads/library/?id=1529622135295260,286
Boozt.com,https://www.facebook.com/ads/library/?id=1051373631174785,286
JD Sports,https://www.facebook.com/ads/library/?id=4041056522693073,285
Boozt.com,https://www.facebook.com/ads/library/?id=1028771156208926,285
Boozt.com,https://www.facebook.com/ads/library/?id=4088119774827413,285
Boozt.com,https://www.facebook.com/ads/library/?id=918267043994771,280
Boozt.com,https://www.facebook.com/ads/library/?id=1340867157625623,280
Boozt.com,https://www.facebook.com/ads/library/?id=1756687679118321,280
Boozt.com,https://www.facebook.com/ads/library/?id=1513632293309051,273
BSTN Store,https://www.facebook.com/ads/library/?id=989842673593158,272
Boozt.com,https://www.facebook.com/ads/library/?id=1646056993149002,272
Sportland Lietuva,https://www.facebook.com/ads/library/?id=1673127667128967,270
Boozt.com,https://www.facebook.com/ads/library/?id=937236816054755,266
Sportland Latvija,https://www.facebook.com/ads/library/?id=2836267723394474,266
Boozt.com,https://www.facebook.com/ads/library/?id=1551294523064236,266
Boozt.com,https://www.facebook.com/ads/library/?id=1771286064008359,266
BSTN Store,https://www.facebook.com/ads/library/?id=4385421015057208,260
BSTN Store,https://www.facebook.com/ads/library/?id=2925838927623685,260
Ballzy Suomi,https://www.facebook.com/ads/library/?id=1377942187776204,260
JD Sports,https://www.facebook.com/ads/library/?id=1004485978805679,260
BSTN Store,https://www.facebook.com/ads/library/?id=945069871505922,260
Boozt.com,https://www.facebook.com/ads/library/?id=1366951972058105,260
Boozt.com,https://www.facebook.com/ads/library/?id=1042925984749609,252
Boozt.com,https://www.facebook.com/ads/library/?id=27828516886839036,252
Ballzy Lietuva,https://www.facebook.com/ads/library/?id=2280088432752783,252
Boozt.com,https://www.facebook.com/ads/library/?id=1009400228534147,252
Rademar,https://www.facebook.com/ads/library/?id=1789315275387145,247
Ballzy Eesti,https://www.facebook.com/ads/library/?id=861851223392437,247
Ballzy Latvija,https://www.facebook.com/ads/library/?id=1353156303606979,247
BSTN Store,https://www.facebook.com/ads/library/?id=1894989034531396,240
Boozt.com,https://www.facebook.com/ads/library/?id=1827485884894323,240
Boozt.com,https://www.facebook.com/ads/library/?id=1021135887167097,240
BSTN Store,https://www.facebook.com/ads/library/?id=1703649430830880,240
Boozt.com,https://www.facebook.com/ads/library/?id=1023122230565911,240
Boozt.com,https://www.facebook.com/ads/library/?id=1612984786855998,238
Boozt.com,https://www.facebook.com/ads/library/?id=2630340157360978,238
Boozt.com,https://www.facebook.com/ads/library/?id=3642015242640030,238
Ballzy Latvija,https://www.facebook.com/ads/library/?id=2923471251324807,238
Boozt.com,https://www.facebook.com/ads/library/?id=1758697745303707,234
Boozt.com,https://www.facebook.com/ads/library/?id=1039159379027726,234
Boozt.com,https://www.facebook.com/ads/library/?id=1551445726713377,234
Boozt.com,https://www.facebook.com/ads/library/?id=1844090570309232,234
Boozt.com,https://www.facebook.com/ads/library/?id=1026673346916157,234
Rademar,https://www.facebook.com/ads/library/?id=1709293776977975,234
Boozt.com,https://www.facebook.com/ads/library/?id=2125057551409491,234
Ballzy Eesti,https://www.facebook.com/ads/library/?id=1765161524481130,234
Ballzy Lietuva,https://www.facebook.com/ads/library/?id=1784831306023295,234
Boozt.com,https://www.facebook.com/ads/library/?id=1383430673653453,228
Boozt.com,https://www.facebook.com/ads/library/?id=1050995314544900,228
Boozt.com,https://www.facebook.com/ads/library/?id=1013108281649612,225
Rademar,https://www.facebook.com/ads/library/?id=1620544585910246,225
Boozt.com,https://www.facebook.com/ads/library/?id=1510774227746650,225
Boozt.com,https://www.facebook.com/ads/library/?id=2264253854390577,225
Boozt.com,https://www.facebook.com/ads/library/?id=1473074817987898,225
BSTN Store,https://www.facebook.com/ads/library/?id=27014470561542070,224
Boozt.com,https://www.facebook.com/ads/library/?id=1677105770246526,224
BSTN Store,https://www.facebook.com/ads/library/?id=1340240694719772,224
Boozt.com,https://www.facebook.com/ads/library/?id=3564998900323233,224
Boozt.com,https://www.facebook.com/ads/library/?id=1363826272597399,224
Boozt.com,https://www.facebook.com/ads/library/?id=1057666830120849,221
Boozt.com,https://www.facebook.com/ads/library/?id=991314590394751,221
Boozt.com,https://www.facebook.com/ads/library/?id=2085135042089005,221
Boozt.com,https://www.facebook.com/ads/library/?id=1471891358304411,221
Boozt.com,https://www.facebook.com/ads/library/?id=2490259671481953,210
Boozt.com,https://www.facebook.com/ads/library/?id=2568624223598527,210
Boozt.com,https://www.facebook.com/ads/library/?id=1323206973354193,210
Sportland Eesti,https://www.facebook.com/ads/library/?id=1812758390089445,209
Sportland Lietuva,https://www.facebook.com/ads/library/?id=1620442029698948,209
Sportland Latvija,https://www.facebook.com/ads/library/?id=1265143813343583,209
Sportland Latvija,https://www.facebook.com/ads/library/?id=4325435894339932,209
BSTN Store,https://www.facebook.com/ads/library/?id=1654615435759281,208
ABOUT YOU,https://www.facebook.com/ads/library/?id=926920640348835,208
Weekend.ee,https://www.facebook.com/ads/library/?id=1308962854018647,208
ABOUT YOU,https://www.facebook.com/ads/library/?id=26603008835962244,208
ABOUT YOU,https://www.facebook.com/ads/library/?id=34106294185651740,208
ABOUT YOU,https://www.facebook.com/ads/library/?id=1588058422488388,208
ABOUT YOU,https://www.facebook.com/ads/library/?id=1486798736143537,208
ABOUT YOU,https://www.facebook.com/ads/library/?id=1278602537557653,208
Weekend.lv,https://www.facebook.com/ads/library/?id=932796285983032,208
ABOUT YOU,https://www.facebook.com/ads/library/?id=2099937717590910,208
Rademar,https://www.facebook.com/ads/library/?id=2870140553361916,208
Weekend.ee,https://www.facebook.com/ads/library/?id=1386377680279311,208
Weekend.lv,https://www.facebook.com/ads/library/?id=884431331132342,208
Weekend.lv,https://www.facebook.com/ads/library/?id=1683087579480873,208
ABOUT YOU,https://www.facebook.com/ads/library/?id=2042020570031916,208
BSTN Store,https://www.facebook.com/ads/library/?id=4468047550134164,208
ABOUT YOU,https://www.facebook.com/ads/library/?id=1481540103428263,208
Boozt.com,https://www.facebook.com/ads/library/?id=3027989257389825,200
Sportland Eesti,https://www.facebook.com/ads/library/?id=4470888906463576,198
Sportland Eesti,https://www.facebook.com/ads/library/?id=4584381831881235,198
Boozt.com,https://www.facebook.com/ads/library/?id=1748319796371690,198
Boozt.com,https://www.facebook.com/ads/library/?id=2076661443285434,195
Boozt.com,https://www.facebook.com/ads/library/?id=1517130663500399,195
Modivo,https://www.facebook.com/ads/library/?id=2002351740422232,195
Sportland Eesti,https://www.facebook.com/ads/library/?id=1566230611616975,190
BSTN Store,https://www.facebook.com/ads/library/?id=3270827163105428,187
Boozt.com,https://www.facebook.com/ads/library/?id=2040029400728554,182
Boozt.com,https://www.facebook.com/ads/library/?id=1441456840635854,182
ABOUT YOU,https://www.facebook.com/ads/library/?id=1831555460876350,182
ABOUT YOU,https://www.facebook.com/ads/library/?id=755058660979474,182
Weekend.lv,https://www.facebook.com/ads/library/?id=2524978957939070,182
ABOUT YOU,https://www.facebook.com/ads/library/?id=3823456851123851,182
ABOUT YOU,https://www.facebook.com/ads/library/?id=1740540280686286,182
Boozt.com,https://www.facebook.com/ads/library/?id=1333727928910116,182
Boozt.com,https://www.facebook.com/ads/library/?id=1721649502188403,182
ABOUT YOU,https://www.facebook.com/ads/library/?id=26153145724380110,182
ABOUT YOU,https://www.facebook.com/ads/library/?id=1523510529190244,182
Boozt.com,https://www.facebook.com/ads/library/?id=4409737935933474,182
ABOUT YOU,https://www.facebook.com/ads/library/?id=877161465341263,182
Boozt.com,https://www.facebook.com/ads/library/?id=4362592100630728,182
ABOUT YOU,https://www.facebook.com/ads/library/?id=27159468840304588,182
Modivo,https://www.facebook.com/ads/library/?id=2436261313536034,182
ABOUT YOU,https://www.facebook.com/ads/library/?id=26031573383187564,182
ABOUT YOU,https://www.facebook.com/ads/library/?id=1489248826027747,182
Boozt.com,https://www.facebook.com/ads/library/?id=1750913166067366,182
Modivo,https://www.facebook.com/ads/library/?id=4473106789632755,182
ABOUT YOU,https://www.facebook.com/ads/library/?id=1651438109312424,182
